category,categoryEn,subCategory,subCategoryEn,subSubCategory,subSubCategoryEn,name,nameEn,description,descriptionEn,Quantity,price
Eis,Ice Cream,,,Pistaziengrün,Pistachio Green,"Handgemachtes Pistazieneis, Vanilleeis, Sahne, Pistaziensoße, Pistazien, Eisgebäck","Handmade pistachio ice cream, vanilla ice cream, cream, pistachio sauce, pistachios, ice biscuit",—,"9,80€",,
Eis,Ice Cream,,,Tiramisudrøm,Tiramisu Dream,"Cremige Eisfusion aus Tiramisu, Biskuitlöffel, Schokosoße, Kakao und Sahne – einfach ein Traum","Creamy tiramisu ice fusion with ladyfingers, chocolate sauce, cocoa, and cream – simply a dream",—,"8,40€",,
Eis,Ice Cream,,,Splitterglück,Choco Crunch Delight,"Stracciatellaeis doppelt so viel Freude, gekrönt mit Sahne, Schokosoße und knackigen Schokoraspeln, Eisgebäck","Double joy of stracciatella ice cream topped with cream, chocolate sauce, crunchy chocolate flakes, and ice biscuit",—,"9,50€",,
Eis,Ice Cream,,,Schokoberg,Choco Mountain,"Cremiges Schokoeis, Belgisches Schokoeis, Sahne, Schokosoße, Schokoraspeln, Eisgebäck","Creamy chocolate ice cream, Belgian chocolate ice cream, cream, chocolate sauce, chocolate flakes, ice biscuit",—,"8,40€",,
Eis,Ice Cream,,,Smørkeks,Cookie Cream,"Vanille- & Cookieeis, Sahne, Schokosoße & süße Dough-Bites – einfach unwiderstehlich lecker","Vanilla & cookie ice cream, cream, chocolate sauce, sweet dough bites – irresistibly delicious",—,"9,70€",,
Eis,Ice Cream,,,Amarenanatt,Amareno Kiss,"Amarenaeis, Vanilleeis, Sahne, Amarenasoße, Kirsche, Eisgebäck – Liebe im Glas","Amarena ice cream, vanilla ice cream, cream, amarena sauce, cherry, ice biscuit – love in a glass",—,"8,40€",,
Eis,Ice Cream,,,Joghurtfrische,Yogurt Freshness,"Frisches Joghurteis & Fruchtjoghurt, Sahne, Erdbeersoße, Beeren – Genuss voller Leichtigkeit","Fresh yogurt ice cream and fruit yogurt, cream, strawberry sauce, berries – pure light indulgence",—,"8,70€",,
Eis,Ice Cream,,,Knusperzauber,Crunchy Magic,"Haselnusseis, Honigmandeleis, Sahne, Karamellsoße und gebrannte Nüsse","Hazelnut ice cream, honey almond ice cream, cream, caramel sauce, and roasted nuts",—,"8,70€",,
Eis,Ice Cream,,,Waldgold,Forest Gold,"Waldfruchtsorbet, Honigmandeleis, Sahne, Amarenasoße, Karamellsauce, Früchte und Nüsse – ein magischer Mix","Forest fruit sorbet, honey almond ice cream, cream, amarena sauce, caramel sauce, fruits and nuts – a magical mix",—,"11,90€",,
Eis,Ice Cream,,,Erdbeerzeit,Strawberry Season,"Erdbeer küsst Vanille, Sahne, Erdbeersoße, Erdbeeren, Eisgebäck","Strawberry meets vanilla, cream, strawberry sauce, strawberries, ice biscuit",—,"8,80€",,
Eis,Ice Cream,,,Mangocrunch,Mango Crunch,"Sonnengereiftes Mangosorbet trifft Joghurteis, Sahne, frische Mangostücke, hausgemachtes Granola, Eisgebäck","Sun-ripened mango sorbet with yogurt ice cream, cream, fresh mango pieces, homemade granola, ice biscuit",—,"9,80€",,
Eis,Ice Cream,,,Moccanote,Moccanote,"Moccaeis, Sahnecremeeis, feine Kaffeesoße, Sahne, knackige Moccabohnen, Eisgebäck","Mocha ice cream, cream ice, fine coffee sauce, cream, crunchy mocha beans, ice biscuit",—,"8,80€",,
Eis,Ice Cream,,,Snickersünde,Snickers Sin,"Snickerseis, Salzkaramelleis, getoppt mit Karamellsoße, Sahne, knackigen Erdnüssen, Snickers – pure Versuchung im Becher","Snickers ice cream, salted caramel ice cream topped with caramel sauce, cream, crunchy peanuts, Snickers – pure temptation in a cup",—,"9,70€",,
Eis,Ice Cream,,,Spaghetti,Spaghetti,"Sahne, Vanilleeis, fruchtiger Erdbeersoße, weiße Schokoraspeln, Eisgebäck","Cream, vanilla ice cream, fruity strawberry sauce, white chocolate flakes, ice biscuit",—,"6,90€",,
Eis,Ice Cream,,,Zitronenwolke,Lemon Cloud,"Frisches Zitronensorbet, Vanilleeis, Vanillesauce, Sahne, fluffiger Baiser, Lemoncurd, Eisgebäck","Fresh lemon sorbet, vanilla ice cream, vanilla sauce, cream, fluffy meringue, lemon curd, ice biscuit",—,"10,90€",,
Eis,Ice Cream,Kids,Kids,Krümmelmonster,Cookie Monster,"Cookieeis, blaue Streusel, Oreo","Cookie ice cream, blue sprinkles, Oreo",—,"5,20€",,
Eis,Ice Cream,Kids,Kids,Schweinebacke,Piggy Cheeks,"Erdbeersorbet, Keks, Schokodrops","Strawberry sorbet, cookie, chocolate drops",—,"5,20€",,
Eis,Ice Cream,Kids,Kids,Zauberzwerg,Magic Dwarf,"Vanilleeis, Streusel, Minihörnchen, Smarties","Vanilla ice cream, sprinkles, mini cones, Smarties",—,"5,20€",,
Eis,Ice Cream,Kids,Kids,Herr Tierlieb,Mr. Animal Lover,"Schokoeis, Happy Hippo","Chocolate ice cream, Happy Hippo",—,"5,20€",,
Eis,Ice Cream,Kids,Kids,Frø Baby,Fro Baby,"Mini Portion Eis, bunte Streusel",Mini portion of ice cream with colorful sprinkles,—,"2,80€",,
Dessert,Dessert,Kuchen und Torten,Cakes & Pies,Landkuchen,Country Cake,Verschiedene Sorten,Various varieties,—,"ab 4,90€",,
Dessert,Dessert,Kuchen und Torten,Cakes & Pies,Torten,Tortes,Verschiedene Sorten,Various varieties,—,"ab 3,90€",,
Dessert,Dessert,Kuchen und Torten,Cakes & Pies,Kuchen,Cakes,Verschiedene Sorten,Various varieties,—,"ab 3,90€",,
Dessert,Dessert,Milchreis,Rice Pudding,Apfelzauber,Apple Magic,"Milchreis mit fruchtigem Apfelkompott, gerösteten Mandelstiften, karamellisiertem Zimt & Zucker","Rice pudding with fruity apple compote, roasted almonds, and caramelized cinnamon & sugar",—,"6,50€",,
Dessert,Dessert,Milchreis,Rice Pudding,Weiße Vanille,White Vanilla,Cremiger Milchreis mit samtigem Vanillepudding und feinen weißen Schokoraspeln,Creamy rice pudding with smooth vanilla pudding and fine white chocolate flakes,—,"5,50€",,
Dessert,Dessert,Milchreis,Rice Pudding,Klassisch,Classic,Traditioneller Milchreis verfeinert mit Zimt & Zucker,Traditional rice pudding refined with cinnamon & sugar,—,"3,90€",,
Dessert,Dessert,Special,Special,Cookie Sandwich Eis,Cookie Sandwich Ice Cream,White Choco oder Double Choco + Eis nach Wahl,White Choco or Double Choco + Ice cream of choice,—,"5,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Klassisch,Classic,Frische Waffel mit Puderzucker,Fresh waffle with powdered sugar,—,"4,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Schoko,Chocolate,"Frische Waffel mit Erdbeeren, Schokoladeneis, Sahne und Schokosoße","Fresh waffle with strawberries, chocolate ice cream, cream, and chocolate sauce",—,"8,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Blueberry Lemon,Blueberry Lemon,"Frische Waffel mit Blaubeeren, Zitronensorbet, Sahne und Blaubeersoße","Fresh waffle with blueberries, lemon sorbet, cream, and blueberry sauce",—,"8,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Kirsch,Cherry,"Frische Waffel mit heißen Kirschen, Vanilleeis, Sahne und Vanillesoße","Fresh waffle with hot cherries, vanilla ice cream, cream, and vanilla sauce",—,"8,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Beeren,Berries,"Frische Waffel mit Beeren, Erdbeersoße, Sahne und Ahornsirup","Fresh waffle with berries, strawberry sauce, cream, and maple syrup",—,"9,50€",,
Dessert,Dessert,Hausgemachte Waffel,Homemade Waffles,Pistazie,Pistachio,"Frische Waffel mit Pistazieneis, Sahne, gerösteten Pistazien und Pistaziensoße","Fresh waffle with pistachio ice cream, cream, roasted pistachios, and pistachio sauce",—,"9,50€",,
Dessert,Dessert,Extras,Extras,Vanillesauce,Vanilla Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Schokosauce,Chocolate Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Erdbeersauce,Strawberry Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Amarenasauce,Amarena Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Karamellsauce,Caramel Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Pistaziensauce,Pistachio Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Blaubeersauce,Blueberry Sauce,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Sahne,Cream,—,—,—,"1,00€",,
Dessert,Dessert,Extras,Extras,Eis,Ice Cream,—,—,—,"1,80€",,
